"","ACL","ZIP","IP","VMP","NVM","TDM","TDC","TDCH","TEM","TEC","TECH","TNM","TNC","TNCH","TIM","TIC","TICH","CSC","Churn"
"300",94,415,"No","No",0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,"NO"
"301",67,415,"No","No",0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,"NO"
"302",127,415,"No","No",0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,"YES"
"304",158,415,"No","No",0,158,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,"NO"
"305",136,510,"No","No",0,92,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,"NO"
"306",196,415,"No","No",0,234,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,"NO"
"308",122,408,"No","No",0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,"YES"
"309",112,510,"No","No",0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,"NO"
"310",209,415,"No","No",0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,"NO"
"311",62,415,"No","No",0,248.7,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,"YES"
"312",110,415,"No","Yes",38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,"NO"
"314",73,408,"No","No",0,94.1,136,16,280.3,122,23.83,205,77,9.23,9.8,4,2.65,0,"NO"
"315",128,408,"No","No",0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,"NO"
"318",119,415,"No","Yes",29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,"NO"
"319",173,510,"No","Yes",21,232.4,96,39.51,211.9,118,18.01,273,102,12.29,5,5,1.35,3,"NO"
"323",104,408,"No","No",0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,"NO"
"326",100,510,"No","Yes",30,58.8,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,"NO"
"327",121,408,"No","Yes",35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,"NO"
"328",143,408,"No","Yes",33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,"NO"
"330",158,510,"No","No",0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,"NO"
"332",54,415,"No","No",0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,"YES"
"333",86,415,"No","No",0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,"YES"
"334",108,510,"No","No",0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,"NO"
"335",66,510,"No","No",0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,"NO"
"336",151,408,"No","Yes",17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,"NO"
"338",55,415,"No","No",0,194.1,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,2,"NO"
"340",78,408,"No","No",0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,"NO"
"341",89,415,"No","No",0,213,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,"YES"
"342",101,415,"No","No",0,183.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,1,"NO"
"343",44,415,"No","Yes",34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,"NO"
"344",98,408,"No","Yes",21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0,0,0,2,"NO"
"345",64,510,"No","Yes",37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,"NO"
"346",141,415,"No","No",0,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94,3,"NO"
"347",81,415,"No","Yes",33,161.6,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,1,"NO"
"349",83,415,"No","Yes",41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,"NO"
"350",100,510,"No","No",0,107,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,"YES"
"353",79,408,"No","No",0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,"NO"
"354",117,415,"No","No",0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,"NO"
"355",64,408,"Yes","No",0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,"YES"
"356",31,415,"No","No",0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,"NO"
"358",122,408,"No","Yes",23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,"NO"
"360",90,408,"No","Yes",29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,"NO"
"361",159,408,"Yes","No",0,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,1,"YES"
"362",148,415,"No","No",0,124.4,83,21.15,179.7,81,15.27,253,99,11.39,11.3,6,3.05,0,"NO"
"363",39,415,"No","Yes",36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12,5,3.24,1,"NO"
"364",77,408,"No","No",0,230,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,"NO"
"365",194,408,"No","No",0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,"NO"
"366",154,415,"No","No",0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,"YES"
"367",112,415,"No","No",0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,"NO"
"368",45,415,"No","No",0,78.2,127,13.29,253.4,108,21.54,255,100,11.48,18,3,4.86,1,"NO"
"369",132,415,"No","No",0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,"NO"
"370",128,415,"No","No",0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,2,4.32,0,"NO"
"371",135,415,"No","No",0,201.8,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78,1,"NO"
"372",56,408,"No","No",0,197,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,"NO"
"373",151,415,"Yes","No",0,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,"YES"
"374",32,415,"No","No",0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,2,"NO"
"375",90,415,"No","No",0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,"NO"
"376",87,415,"No","Yes",21,214,113,36.38,180,114,15.3,134.5,82,6.05,10.6,5,2.86,0,"NO"
"377",138,415,"No","No",0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,"NO"
"380",127,415,"No","No",0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,"NO"
"382",97,415,"No","No",0,151.6,107,25.77,155.4,96,13.21,240,112,10.8,14.7,4,3.97,1,"NO"
"383",149,415,"Yes","No",0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,"NO"
"384",117,415,"Yes","Yes",22,196,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1,1,"NO"
"385",84,408,"No","No",0,159.5,125,27.12,247.1,90,21,187.9,82,8.46,7.2,4,1.94,2,"NO"
"386",137,415,"No","No",0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,"NO"
"389",85,415,"No","No",0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,"NO"
"391",43,415,"No","No",0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,1,"NO"
"392",35,415,"No","No",0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,"NO"
"394",112,510,"No","No",0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,"NO"
"395",16,510,"No","No",0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,"YES"
"396",98,415,"No","Yes",22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,"NO"
"397",84,408,"No","No",0,138.6,102,23.56,199,93,16.92,204.1,137,9.18,7.8,4,2.11,0,"NO"
"398",94,415,"No","No",0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54,1,"YES"
"399",84,510,"No","No",0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,"NO"
"400",66,415,"No","No",0,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,"YES"
"401",98,415,"No","Yes",31,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,"NO"
"402",74,415,"No","No",0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,"NO"
"403",96,408,"No","Yes",26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,"NO"
"404",119,510,"No","No",0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,"NO"
"406",92,415,"Yes","No",0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,"NO"
"407",21,415,"No","No",0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,"NO"
"408",122,510,"No","No",0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,"YES"
"409",133,510,"Yes","No",0,127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,1,"NO"
"410",145,415,"No","No",0,187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,2,"NO"
"411",25,408,"No","No",0,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,2,"NO"
"412",64,415,"No","No",0,97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81,2,"NO"
"413",85,415,"No","No",0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,"NO"
"414",126,415,"No","No",0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,3,"NO"
"415",76,415,"No","No",0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,"NO"
"416",113,415,"No","No",0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,"YES"
"418",117,408,"No","No",0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,"NO"
"419",128,408,"No","Yes",34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,"NO"
"420",115,415,"No","No",0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,2,"NO"
"421",141,415,"No","Yes",28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,"NO"
"423",100,415,"No","No",0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,"NO"
"424",96,415,"No","Yes",45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,"NO"
"426",129,510,"Yes","No",0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,"NO"
"427",163,415,"No","No",0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,"NO"
"429",140,408,"No","No",0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,"NO"
"430",49,510,"No","No",0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,"NO"
"434",78,415,"No","No",0,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19,2,"NO"
"435",61,408,"No","Yes",31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,"NO"
"436",58,510,"No","Yes",29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,"NO"
"437",155,415,"No","No",0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8,3,2.16,1,"NO"
"438",100,510,"No","No",0,278,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,"YES"
"439",113,510,"No","No",0,155,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,"NO"
"440",81,415,"No","No",0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,"NO"
"441",135,510,"No","Yes",27,273.4,141,46.48,154,99,13.09,245.8,112,11.06,12.3,6,3.32,1,"NO"
"442",99,408,"No","No",0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,"NO"
"443",59,510,"No","Yes",29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,"NO"
"444",135,510,"No","No",0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,"NO"
"447",88,510,"No","No",0,138.3,116,23.51,236,138,20.06,179.1,110,8.06,9.6,4,2.59,3,"NO"
"448",55,510,"No","No",0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,"NO"
"450",79,510,"No","Yes",21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,"NO"
"451",85,408,"No","No",0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,"NO"
"452",86,408,"No","Yes",23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,"NO"
"453",91,510,"No","No",0,149,115,25.33,245.3,105,20.85,260,94,11.7,8.3,3,2.24,0,"NO"
"454",149,415,"No","Yes",20,198.9,77,33.81,274,88,23.29,190.7,76,8.58,14.3,9,3.86,1,"NO"
"455",97,408,"No","No",0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3,1,"YES"
"456",88,415,"No","No",0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4,1,"YES"
"458",54,408,"No","No",0,159.8,99,27.17,264,64,22.44,115.7,70,5.21,9.7,7,2.62,2,"NO"
"460",109,415,"No","No",0,184,120,31.28,120.4,119,10.23,153.7,86,6.92,11,3,2.97,0,"NO"
"461",90,415,"No","No",0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,"NO"
"463",144,415,"No","Yes",18,106.4,109,18.09,108.1,113,9.19,208.4,111,9.38,10.1,5,2.73,1,"NO"
"464",91,408,"No","No",0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,"NO"
"465",105,415,"No","Yes",23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,"NO"
"467",132,510,"No","Yes",36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,"YES"
"469",86,415,"No","Yes",32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3,3,"NO"
"470",41,510,"No","Yes",34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,"NO"
"472",78,408,"No","No",0,75,116,12.75,248.7,87,21.14,176,83,7.92,9.5,6,2.57,3,"NO"
"473",149,408,"No","No",0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,"NO"
"474",72,510,"No","Yes",33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,"YES"
"475",139,415,"No","Yes",20,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4,0,"NO"
"476",74,510,"No","No",0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,"NO"
"477",50,510,"No","No",0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,"NO"
"478",141,510,"No","Yes",23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,"NO"
"479",140,408,"No","No",0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,"NO"
"483",74,415,"No","No",0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,"NO"
"485",85,510,"No","No",0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11,2,2.97,3,"NO"
"486",36,415,"No","Yes",16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,"NO"
"488",76,415,"No","No",0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,0,"NO"
"489",165,510,"No","No",0,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0,0,0,1,"NO"
"491",78,415,"No","No",0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,"NO"
"492",55,415,"Yes","No",0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,"YES"
"493",92,415,"Yes","No",0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,"YES"
"494",129,415,"No","Yes",33,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,"NO"
"496",161,415,"Yes","No",0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3,2,"NO"
"497",93,415,"No","Yes",36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8,4,2.16,2,"NO"
"501",126,415,"No","Yes",23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,"NO"
"502",124,415,"No","Yes",28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,"NO"
"503",93,415,"Yes","No",0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,"YES"
"506",41,415,"No","No",0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3,1,"NO"
"507",136,415,"No","Yes",31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,"NO"
"508",92,415,"No","No",0,154,122,26.18,329.8,88,28.03,288,117,12.96,5.6,2,1.51,3,"YES"
"510",118,415,"No","Yes",26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,"YES"
"513",62,408,"No","No",0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,"NO"
"514",30,415,"No","Yes",30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,"NO"
"515",60,408,"Yes","Yes",29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14,12,3.78,0,"YES"
"516",148,510,"No","Yes",14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,"NO"
"518",52,408,"No","No",0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,"NO"
"520",41,408,"No","No",0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43,3,"NO"
"521",112,415,"No","No",0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,"NO"
"522",88,510,"No","No",0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,"YES"
"523",122,408,"No","Yes",27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,"NO"
"524",61,408,"No","No",0,45,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,"NO"
"525",87,510,"No","No",0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13,6,3.51,1,"NO"
"526",176,408,"No","No",0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,"NO"
"528",95,415,"No","Yes",22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,"NO"
"529",46,415,"No","No",0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,"NO"
"530",100,510,"Yes","No",0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0,"NO"
"531",47,415,"No","Yes",37,163.5,77,27.8,203.1,102,17.26,232,87,10.44,7.8,4,2.11,2,"NO"
"533",98,415,"No","Yes",38,213.7,61,36.33,253,104,21.51,207.7,73,9.35,10.7,5,2.89,2,"NO"
"534",125,415,"No","Yes",36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,"NO"
"536",194,408,"No","No",0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,"NO"
"537",128,415,"No","Yes",40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14,6,3.78,1,"NO"
"538",190,415,"No","Yes",22,166.5,93,28.31,183,92,15.56,121,102,5.44,8.5,3,2.3,0,"NO"
"539",165,415,"No","No",0,216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,12.4,8,3.35,0,"NO"
"541",47,408,"No","Yes",28,141.3,94,24.02,168,108,14.28,113.5,84,5.11,7.8,2,2.11,1,"NO"
"543",152,415,"Yes","Yes",20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,"YES"
"544",26,415,"No","No",0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3,"NO"
"545",79,510,"No","Yes",31,103.1,90,17.53,243,135,20.66,76.4,92,3.44,12.2,8,3.29,3,"NO"
"546",95,510,"No","Yes",27,129.5,106,22.02,248.9,90,21.16,268,115,12.06,11.9,3,3.21,1,"NO"
"547",69,510,"Yes","No",0,279.8,90,47.57,248.7,91,21.14,171,118,7.69,8.4,10,2.27,2,"YES"
"548",95,510,"Yes","Yes",41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,"YES"
"549",31,415,"No","Yes",31,100.1,54,17.02,246.3,97,20.94,255,131,11.48,5.9,3,1.59,0,"NO"
"550",121,408,"No","Yes",31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4,"NO"
"554",61,510,"Yes","No",0,78.2,103,13.29,195.9,149,16.65,108,100,4.86,10.1,6,2.73,2,"NO"
"555",65,415,"No","No",0,148.7,80,25.28,259,94,22.02,149.5,107,6.73,12.7,6,3.43,2,"NO"
"557",123,408,"No","No",0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12,4,3.24,0,"NO"
"558",58,408,"No","Yes",20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,"NO"
"559",74,408,"No","No",0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,"YES"
"560",125,415,"No","No",0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,"NO"
"561",80,415,"No","No",0,160.6,103,27.3,237,109,20.15,245.1,88,11.03,10.7,1,2.89,1,"NO"
"564",99,415,"No","No",0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,"NO"
"565",66,415,"No","Yes",29,229.4,104,39,257.4,84,21.88,231.5,119,10.42,8,1,2.16,2,"NO"
"566",97,510,"No","No",0,211,76,35.87,189,100,16.07,123,102,5.54,4.7,4,1.27,3,"NO"
"567",75,510,"No","Yes",37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,"NO"
"568",85,510,"Yes","No",0,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,2,"NO"
"569",108,510,"No","No",0,293,88,49.81,160.6,101,13.65,143.9,87,6.48,10,6,2.7,2,"NO"
"570",133,408,"Yes","Yes",32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,"YES"
"571",51,510,"No","No",0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,"NO"
"572",186,415,"No","Yes",26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,"NO"
"574",64,408,"No","Yes",31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9,1,2.43,3,"NO"
"575",44,510,"No","No",0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2,"YES"
"576",114,415,"No","Yes",36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,"NO"
"577",92,415,"No","No",0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,"NO"
"578",110,408,"No","No",0,149.8,112,25.47,180,93,15.3,140,119,6.3,11.7,4,3.16,2,"NO"
"579",90,408,"No","Yes",30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,"NO"
"580",72,408,"No","Yes",21,186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,1,"NO"
"581",113,415,"No","No",0,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1,"YES"
"582",171,415,"No","Yes",25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,"NO"
"583",104,415,"No","No",0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,"NO"
"584",165,408,"No","No",0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,"NO"
"585",104,510,"No","No",0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,"YES"
"586",110,408,"No","No",0,55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75,1,"NO"
"587",90,408,"Yes","No",0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,"NO"
"590",117,408,"No","Yes",14,80.2,81,13.63,219,103,18.62,122.6,102,5.52,8.6,2,2.32,1,"NO"
"592",82,408,"No","No",0,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1,"NO"
"593",92,510,"No","No",0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,"NO"
"594",82,510,"No","Yes",29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,"NO"
"595",90,415,"No","No",0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,"NO"
"597",124,510,"No","No",0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,"NO"
"599",84,415,"No","No",0,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,"NO"
"600",75,510,"No","Yes",46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,"NO"
"601",102,510,"No","No",0,102.6,89,17.44,246,77,20.91,170.5,140,7.67,9.1,4,2.46,2,"NO"
"602",62,415,"Yes","No",0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,"YES"
"603",143,510,"No","No",0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,"NO"
"604",53,415,"No","No",0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,"NO"
"605",30,415,"No","No",0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,"NO"
